ID,filename,sentence_id,text,space_type,date
23,PG2641_raw.txt,2027,"As she spoke, she pulled off her rings, of which she wore several, and ranged them upon the pin cushion.
",action_space,2025-08-27
24,PG1872_raw.txt,5205,"I think in his heart he hoped I should be his Boswell.
",no_space,2025-08-27
25,PG6578_raw.txt,5772,"She found her father arranging the morning's mail.
",action_space,2025-08-27
26,PG13152_raw.txt,7472,"As she approached, she satisfied herself apparently that she was the first on the ground, for she slackened her pace once more and walked in the listless way that people assume when they are waiting.
",action_space,2025-08-27
27,PG17530_raw.txt,277,"Maida sat up in bed with a vigor that surprised her father.
",action_space,2025-08-27
28,PG51354_raw.txt,2302,"And I hope you’ll never see Maude Kent again.
",no_space,2025-08-27
29,PG49426_raw.txt,2218,"“Has he ever spoken of marriage?”
",no_space,2025-08-27
30,PG33785_raw.txt,1644,"""I wonder what's keeping Miss Farnum?"" she added thoughtfully, as she returned to the dressing-room.
",action_space,2025-08-27
31,PG32115_raw.txt,6497,"She found her chair and sank into it.
",action_space,2025-08-27
32,PG53851_raw.txt,498,"Deborah summoned Ephraim, an old servant of the house, who with Huldah his wife assisted in bringing Elkiah into the roof chamber;
",action_space,2025-08-27
33,PG47564_raw.txt,502,"The next morning the king and the prime-minister were talking over what they had seen.
",no_space,2025-08-27
34,PG36522_raw.txt,4845,"One of these was a storeroom for dynamite and other camp equipment, one was a bedroom, and the other was an armory.
",descriptive_space,2025-08-27
35,PG26389_raw.txt,2582,"Laughing at his own ancient witticism, Captain Lem started houseward with ""Netty"" in his arms, the little thing nestling down in them as if it knew it had found a friend.
",action_space,2025-08-27
36,PG37429_raw.txt,397,"“Most folks go over for other things than to see the fine towns,” remarked Mr. Alexander.
",no_space,2025-08-27
37,PG38323_raw.txt,265,"fetch me my horse--he is tethered to the clump of elms to the right there.'
",action_space,2025-08-27
38,PG49553_raw.txt,1645,"Hallibut arose and stretched his long arms.
",no_space,2025-08-27
39,PG39709_raw.txt,803,"Then you will be lovely, without flaw.
",no_space,2025-08-27
40,PG52810_raw.txt,1190,"Behind them again lumbered the bear, apparently not in any particular hurry, but still getting over the ground uncomfortably fast for those he was pursuing.
",action_space,2025-08-27
41,PG18579_raw.txt,2325,"The latter turned her screw a few times once in a while to keep from drifting, and Christy saw from his chart that the water was too shallow for her in the direction in which the tug was approaching her.
",visual_space,2025-08-27
42,PG17342_raw.txt,66,"""You also said no one cared,"" I went on, courageously.
",no_space,2025-08-27
43,PG32365_raw.txt,4204,"A long run brought the ball to within a few feet of Regal's goal, and a score looked certain.
",action_space,2025-08-27
44,PG708_raw.txt,1303,"'I am not quite so great as all that,' she answered, smiling almost merrily.
",no_space,2025-08-27
45,PG28648_raw.txt,2068,"A little crease came between her eyes, but it seemed to him it made her prettier than before.
",no_space,2025-08-27
46,PG35186_raw.txt,1735,"How the time went they had no idea.
",no_space,2025-08-27
47,PG45622_raw.txt,485,"The house faced the east, and, built on an English model, was far wider than deep.
",descriptive_space,2025-08-27
48,PG47640_raw.txt,7518,"A sudden excitement caught him.
",no_space,2025-08-27
49,PG33210_raw.txt,2259,"""That's as fast as some trains,"" Tom said.
",no_space,2025-08-27
50,PG22225_raw.txt,2238,"Hidden like a crab in your shell, you think everything on the outside is going wrong.
",no_space,2025-08-27
51,PG28958_raw.txt,3230,"I will tell her.
",no_space,2025-08-27
52,PG21573_raw.txt,791,"Philip, assisted by Amine, carried the carbines and pistols into the adjoining chamber;
",action_space,2025-08-27
53,PG30302_raw.txt,6703,"""My name is Lohm,"" said Axel, feeling the folly of attempting to defy anyone so absolutely powerful in the place where he was; and he proceeded to explain the crime of which he was suspected.
",no_space,2025-08-27
54,PG20259_raw.txt,1074,"""Can't be seen far even if the fog is thinner,"" objected Jim.
",visual_space,2025-08-27
55,PG23208_raw.txt,415,"""I know the place, Walky,"" he agreed.
",no_space,2025-08-27
56,PG42562_raw.txt,2310,"“No one seems to take that MacNutt person seriously but me,” he mused softly, “but if I don’t miss my guess, he’s fooling them all.”
",no_space,2025-08-27
57,PG1607_raw.txt,2759,"Of what use is life to me, with distractions that draw my thoughts to earth as gravitation drew my body?
",no_space,2025-08-27
58,PG33615_raw.txt,1911,"Allen Winthrop knew full well that he had a long journey before him and one that would, perhaps, be full of peril, yet his heart did not fail him as he and Noel Urner rode away, bound first for Dottery's ranch, and then for the railroad station, over a hundred miles away.
",action_space,2025-08-27
59,PG29439_raw.txt,5326,"He waited in silence for Reisen to unfold his enigma, but already his resentment against Richling was gathering itself for a spring.
",no_space,2025-08-27
60,PG43344_raw.txt,2882,"“I deeply regret that an unpleasant duty had fallen to my lot, particularly as our country has every reason to be grateful to America.”
",no_space,2025-08-27
61,PG2031_raw.txt,123,"He then hastily purchased a ticket to Houston, Texas, and boarded the train.
",action_space,2025-08-27
62,PG7529_raw.txt,2108,"She grew dizzy, remembering how she had refused him, and how little he had liked it, that day at Saint-Germain.
",no_space,2025-08-27
63,PG3268_raw.txt,4799,"She withdrew from the casement, while they passed, but soon returned to observe them further.
",action_space,2025-08-27
64,PG14107_raw.txt,122,"At the opening bars of the _Gagliarda_ the creaking of the chair occurred spontaneously with the utmost regularity.
",perceived_space,2025-08-27
65,PG20053_raw.txt,3967,"And then he and his brothers wheeled it to one side, so the runabout could pass.
",action_space,2025-08-27
66,PG40403_raw.txt,2842,"I was his nearest relative; and, in time, when his affairs are finally settled, I shall inherit his estate.
",no_space,2025-08-27
67,PG31718_raw.txt,2805,"George paused a moment, then laughed a little apologetically.
",no_space,2025-08-27
68,PG32537_raw.txt,1513,"Then before the boy could strike back at him Conroy had dodged away and was off down the street, running, while Bulldog Smouder followed.
",action_space,2025-08-27
69,PG35987_raw.txt,217,"At length, however, the laborer was seen to depart and to make his way across the valley and disappear into the mountains.
",visual_space,2025-08-27
70,PG33048_raw.txt,2185,"To his surprise, Jap took the bundles and walked out with Isabel.
",action_space,2025-08-27
71,PG25708_raw.txt,1867,"The commandant sat up in bed.
",action_space,2025-08-27
72,PG23643_raw.txt,2835,"He rode his old white pony down to the quay, and sat there watching the ships go out with the tide.
",visual_space,2025-08-27
73,PG39159_raw.txt,629,"""If we're going to that island we may as well start right away,"" said Button-Bright, when they had safely landed.
",action_space,2025-08-27
74,PG35049_raw.txt,711,"At a number of steep places, he lost his footing and slid several bow-lengths before he regained his balance.
",action_space,2025-08-27
75,PG40105_raw.txt,1678,"In the glare of the hall light Joe saw that the youth was Ford Weston.
",perceived_space,2025-08-27
76,PG48937_raw.txt,4276,"Outside were the usual summer sounds, the rattle of the dog's feet on the porch floor as he capered about her.
",perceived_space,2025-08-27
77,PG54808_raw.txt,1982,"She turned the lamp full on and sat down in a chair by the fire-place.
",action_space,2025-08-27
78,PG50198_raw.txt,833,"Merrill looked around the yard and saw what she had been too excited before to notice.
",visual_space,2025-08-27
79,PG31005_raw.txt,2359,"With her, nothing ever came to a quarrel.
",no_space,2025-08-27
80,PG25448_raw.txt,3829,"but Colney Hatch found Miss Mink sniffing mouse-like sniffs in a corner, and wept with her, and offered her a live bat that she had just caught, by way of consolation.
",action_space,2025-08-27
81,PG20052_raw.txt,2928,"Up went the parasol altogether, and Kathie slipped to the ground.
",action_space,2025-08-27
82,PG730_raw.txt,7092,"Oliver needed no prompting to despatch, and in little more than five minutes they were on their way to Craven Street.
",action_space,2025-08-27
83,PG778_raw.txt,2721,"'Oh! - horrid! - you wouldn't believe,' she said.
",no_space,2025-08-27
84,PG52900_raw.txt,2264,"The day was Sunday, and the house so still that he never waked till near noon, and, looking round him, saw an eager little face peering in at the door.
",visual_space,2025-08-27
85,PG19607_raw.txt,341,"""Anything we can help you with?"" asked Betty, with a smile.
",no_space,2025-08-27
86,PG49967_raw.txt,1075,"It was very hot and almost suffocating in the midst of the forest through which the devastating fire had so recently passed.
",perceived_space,2025-08-27
87,PG37487_raw.txt,792,"""I'm not looking for any chance bullets,"" Ned replied, coolly.
",no_space,2025-08-27
88,PG26242_raw.txt,6670,"""Picture this girl, Lily,"" said the enthusiastic josser, ""picture this girl on her trestles, doing weights, balancings, all sorts of things.
",no_space,2025-08-27
89,PG20821_raw.txt,3880,"In a minute the whole meeting was clapping as hard as it could.
",no_space,2025-08-27
90,PG30642_raw.txt,4055,"""I know, of course.
",no_space,2025-08-27
91,PG27935_raw.txt,2966,"Now every one looked at Fred, but these were congratulatory glances, with a bit of hero worship about them.
",no_space,2025-08-27
92,PG55148_raw.txt,2632,"I had my plan.
",no_space,2025-08-27
93,PG3670_raw.txt,435,"He paused, and his eye looked back over many years.
",no_space,2025-08-27
94,PG32241_raw.txt,2591,"""Go down-stairs, you vicious boy!"" said Mrs. Todgers, holding the door open.
",action_space,2025-08-27
95,PG25892_raw.txt,3868,"""Did you ever hear him speak?"" asked Nolan.
",no_space,2025-08-27
96,PG33218_raw.txt,3690,"I will keep on giving them a happy ending, that my readers may finish them contentedly.
",no_space,2025-08-27
97,PG20163_raw.txt,1327,"The man who ruined me was once my friend.
",no_space,2025-08-27
98,PG17878_raw.txt,942,"""Can he jiggle--I mean juggle?""
",no_space,2025-08-27
99,PG23627_raw.txt,2093,"""When are you going to start?""
",no_space,2025-08-27
100,PG17761_raw.txt,331,"""I'm terrible glad you came, Grandpa Ford,"" said Mun Bun, as he sat opposite the old gentleman at the table.
",action_space,2025-08-27
101,PG24177_raw.txt,1777,"Because, being filled with love for them, I recognize the same quality in what they feel for me, and only need a sign to read the meaning back of it.
",no_space,2025-08-27
102,PG3146_raw.txt,1814,"The scales fell from Swithin St. Cleeve's eyes as he heard the words of his neighbours.
",no_space,2025-08-27
103,PG39587_raw.txt,3731,"But human nature works in them just the same as in anybody else.
",no_space,2025-08-27
104,PG21052_raw.txt,1110,"The boys glanced at each other, pale-faced.
",no_space,2025-08-27
105,PG41581_raw.txt,3233,"""Most extraordinary!""
",no_space,2025-08-27
106,PG36907_raw.txt,2303,"Quinn sat taking her cup of coffee the next morning when Owen made his appearance.
",action_space,2025-08-27
107,PG38609_raw.txt,3013,"Rather than tie up at the dock that night, which would bring them too near the not very pleasant sights and sounds of a waterfront neighborhood, it was decided to anchor the _Bluebird_ out some distance in the lake.
",action_space,2025-08-27
108,PG40484_raw.txt,620,"At about the same moment the chief of police was indulging in this tirade, Muggs groaned, tried to turn over and found that he could not, experienced nausea, wondered whether he was being taken down with some disease--and then made the discovery that he was bound and gagged and lashed to the bed.
",action_space,2025-08-27
109,PG46010_raw.txt,221,"""Are you feeling very tired, daughter?""
",no_space,2025-08-27
110,PG27680_raw.txt,60,"A moment later, when he realized that his ""joke"" had failed to raise a laugh, Bunny looked disappointed.
",no_space,2025-08-27
111,PG36888_raw.txt,3317,"Daylight was breaking when the Sioux again overtook their comrades with the captured ponies.
",action_space,2025-08-27
112,PG43835_raw.txt,120,"On the other hand, if the soul did not exist, and if the faculty of thinking were only a function of the brain, we should no longer be able to say that _we have_ a body, for it would be our body, our brain, _that would have us_.
",no_space,2025-08-27
113,PG21507_raw.txt,2365,"A number of the men had climbed aboard by this time.
",action_space,2025-08-27
114,PG48133_raw.txt,5390,"Lady Lane did not pursue the subject, but she continued to look anxiously at him.
",no_space,2025-08-27
115,PG638_raw.txt,1231,"As the night advanced, a slight white mist rose from the river, and the declining moon, bowed over the tops of the forest, seemed to seek the repose of the earth, like a wayward and wandering lover who returns at last to lay his tired and silent head on his beloved’s breast.
",perceived_space,2025-08-27
116,PG26160_raw.txt,2063,"They turned one corner and then another, and soon reached an alleyway between two houses located on a street behind the store.
",action_space,2025-08-27
117,PG545_raw.txt,980,"I could have wept for relief.
",no_space,2025-08-27
118,PG40607_raw.txt,663,"His right hand did not let his left know what it was doing, but proceeded quite independently to grip as much of Lathrop's hair as it would hold.
",no_space,2025-08-27
119,PG20359_raw.txt,215,"And one day when nobody came into the store from ten till four, and loose winds went in a pack about the village streets, casting up dry, icy dust where now and then some sharp muzzle reared out of the press as they turned the corners, he spoke to Mr. Greenslet about it.
",perceived_space,2025-08-27
120,PG19113_raw.txt,6994,"Internally she brimmed with a level content.
",no_space,2025-08-27
121,PG26207_raw.txt,1209,"Though he was elected, more out of gratitude for what he had tried to do for the town than because people thought he would make a fair judge, he got no further than his office in popular esteem.
",no_space,2025-08-27
122,PG23955_raw.txt,561,"Ernest flung his arm up in defense as Jane threw herself joyfully upon him.
",no_space,2025-08-27
123,PG14563_raw.txt,6145,"But he was smiling.
",no_space,2025-08-27
124,PG31804_raw.txt,2502,"He departed in the same state in which he arrived, but I was irresistibly reminded of a conquered enemy who has been accorded the honors of war.
",action_space,2025-08-27
125,PG30855_raw.txt,3028,"That seemed to her to symbolize the completeness of the breach the day had made between her husband and herself.
",no_space,2025-08-27
126,PG48357_raw.txt,2334,"“Yes, sir, with her father to help her,” laughed Eric.
",no_space,2025-08-27
127,PG44633_raw.txt,3566,"""Mother!"" said the woman, speaking loudly, as if to waken a soul from the depths, ""this is Brother Hampstead!""
",no_space,2025-08-27
128,PG33019_raw.txt,588,"""Sergeant McQuade here""--he indicated the detective whom Miss Temple recognized by a slight inclination of her head--""wishes to ask you a few questions.""
",no_space,2025-08-27
129,PG44819_raw.txt,5305,"And, sure enough, it was only a few months later that he bore away from the Crescent City the fairest flower of the Magnolia State, his bonny bride.
",action_space,2025-08-27
130,PG49979_raw.txt,6374,"Lady Stair gazed from the window blindly on the dark streets.
",visual_space,2025-08-27
131,PG29573_raw.txt,4606,"""How often?"" says I, wrinkling my brow, ""indeed you mean, how many times?""
",no_space,2025-08-27
132,PG27587_raw.txt,9051,"He was pushing aside the spear and forcing a packet into Hippon’s hands.
",action_space,2025-08-27
133,PG28741_raw.txt,341,"Both the men looked at him and laughed.
",no_space,2025-08-27
134,PG14060_raw.txt,9056,"Until one day an infinite weakness laid hold of him, and his pain grew faint and all his thoughts and memories grew faint--and still fainter....
",no_space,2025-08-27
135,PG19498_raw.txt,2833,"Just why he was going to Hoboken he really didn't know, but it made little difference what he did.
",no_space,2025-08-27
136,PG28391_raw.txt,2006,"All of this was quite unintelligible to the two men, who could scarcely have been more bewildered and alarmed if they had found themselves confronted by one of those ""white things"" that Bud had described to his wife; and when they heard the unmistakable sound of footsteps on the road, without being able to see who or what it was that made the noise, they could stand it no longer, but faced about and ran for their lives.
",perceived_space,2025-08-27
137,PG27741_raw.txt,2479,"Philip turned in his chair and looked at Adam.
",action_space,2025-08-27
138,PG28743_raw.txt,371,"""I wish she could,"" said Dorothy kindly.
",no_space,2025-08-27
139,PG19539_raw.txt,3315,"""You see, it's this way, me lads,"" he explained affably.
",no_space,2025-08-27
140,PG2870_raw.txt,115,"Mrs. Penniman had never had a lover, but her brother, who was very shrewd, understood her turn of mind.
",no_space,2025-08-27
141,PG35035_raw.txt,1198,"The consciousness that she was wrong and he was right--that she ought to have done as he told her--would force itself upon her in spite of her efforts.
",no_space,2025-08-27
142,PG46699_raw.txt,5351,"""Is it finally settled?"" the Judge asked, listening.
",no_space,2025-08-27
143,PG26208_raw.txt,1336,"She realized that there had been some childish squabble and she never paid much attention to such.
",no_space,2025-08-27
144,PG17545_raw.txt,1761,"The air felt chill and clinging, like that of a vault; and heaven above, and earth beneath betrayed a severity of mood infinitely depressing.
",perceived_space,2025-08-27
145,PG49227_raw.txt,1597,"""Then I went to bed, and Miss Pike set up the screen between me and the gas-light, and she read, and I went to sleep.
",action_space,2025-08-27
146,PG41784_raw.txt,1817,"I know one thing, he didn't render us the slightest help, and in my opinion there is only one bigger coward and scoundrel in the country, and that's yourself.""
",no_space,2025-08-27
147,PG47900_raw.txt,6908,"The man was now climbing up the stair and reached the landing.
",action_space,2025-08-27
148,PG17118_raw.txt,2267,"""It's getting ready to spring!"" whispered Alice.
",no_space,2025-08-27
149,PG44588_raw.txt,3437,"If the world says this, what am I to answer?’
",no_space,2025-08-27
150,PG22743_raw.txt,1926,"She tore down Ruth's hair and rubbed some lotion into it that darkened its color, too.
",no_space,2025-08-27
151,PG41471_raw.txt,2705,"Well, one said one thing, one another.
",no_space,2025-08-27
152,PG17333_raw.txt,1943,"""Any time before five will do,"" says he.
",no_space,2025-08-27
153,PG2600_raw.txt,19108,"He noticed this hesitation in Dron’s look and therefore frowned and moved closer up to him.
",no_space,2025-08-27
154,PG38357_raw.txt,5132,"I was up very early on the morning of the Czar's visit.
",no_space,2025-08-27
155,PG50607_raw.txt,3310,"“Thanks, I can easily manage it,” answered Katharine, careful, however, to speak in her ordinary tone of voice.
",no_space,2025-08-27
156,PG29877_raw.txt,5207,"""Oh, but, Jerry, you were so sure!
",no_space,2025-08-27
157,PG18413_raw.txt,2131,"I must have the twins invite her to spend some Saturday with us.
",no_space,2025-08-27
158,PG44796_raw.txt,58,"There were many windows, each with a saucy head looking out of it.
",descriptive_space,2025-08-27
159,PG3797_raw.txt,4631,"I was so busy, I say, with my share in this dustman’s work that I did not notice, as I should otherwise have done, the little indications of change in my mother’s state.
",no_space,2025-08-27
160,PG48453_raw.txt,2491,"""I never tried either of those costumes,"" I answered, ""but if you saw me in my ordinary clothes you wouldn't take me for a farmer.""
",no_space,2025-08-30
161,PG38523_raw.txt,4865,"The second mate was a Groton man, a grim old salt who had sailed in many seas.
",no_space,2025-08-30
162,PG26182_raw.txt,693,"""I was going to close the window,"" came from Mrs. Stanhope.
",action_space,2025-08-30
163,PG34281_raw.txt,4384,"I said breathlessly.
",no_space,2025-08-30
164,PG33065_raw.txt,3613,"A feeling of ""home"" had come to him, a feeling he had not had on coming to Chicago.
",perceived_space,2025-08-30
165,PG42077_raw.txt,1853,"The highest point of land that the canal must traverse is Gold Hill, at the famous Culebra, where it is 662 feet above the sea level.
",descriptive_space,2025-09-01
166,PG22827_raw.txt,5064,"I'll never forget the glorious hour when we were on our knees and pushed away the leaves and found the arbutus.
",no_space,2025-09-01
167,PG31057_raw.txt,4565,"Her eyes kept their secrets under his questioning eyes.
",no_space,2025-09-01
168,PG46358_raw.txt,471,"What's the difference?
",no_space,2025-09-01
169,PG39248_raw.txt,897,"She found herself on a broad platform as wide as the hive and extending forward for what seemed to her a long distance, but which was in reality only a few inches.
",perceived_space,2025-09-01
170,PG22938_raw.txt,336,"Then the good things have their turn--health, better and more admiring friends, fame, money, love.
",no_space,2025-09-01
171,PG15281_raw.txt,1116,"One day the boy went out alone in a rowboat to see if he could find any fish.
",action_space,2025-09-01
172,PG53604_raw.txt,6456,"They were not accustomed to the water, and when the wind had filled her sail and the yacht began to careen to one side, they almost wished that they had never come.
",perceived_space,2025-09-01
173,PG21540_raw.txt,2561,"Paul and his lady rose then, and hand in hand, walking softly as if in the presence of one that was not dead, but sleeping, they sought the house together.
",action_space,2025-09-01
174,PG39138_raw.txt,7222,"“You devil, you witch, you besom! Go!” he cried.
",no_space,2025-09-01
175,PG32336_raw.txt,2131,"The man walked a few yards away toward a corner of the house.
",action_space,2025-09-01
176,PG28805_raw.txt,3866,"""He disappeared in the woods somewhere and I am going to find him.
",action_space,2025-09-01
177,PG5950_raw.txt,1179,"It still might be considered as an open road, along the south side of which stood various houses and hotels belonging to the nobility, having gardens behind them down to the water-side, with stairs to the river, for the convenience of taking boat;
",descriptive_space,2025-09-01
178,PG48537_raw.txt,1809,"Nevertheless it made him very, very uncomfortable, and of course the more uncomfortable he got the more blunders he made.
",no_space,2025-09-01
179,PG47562_raw.txt,317,"In the rear was a long shed, where horses were tied up during services.
",descriptive_space,2025-09-01
180,PG33293_raw.txt,2480,"It's got very good windows and an open outlook.
",descriptive_space,2025-09-01
181,PG42562_raw.txt,1387,"Shortly after this incident a light appeared in one of the rooms.
",perceived_space,2025-09-01
182,PG35728_raw.txt,1420,"“Well, I rather guess not, Herb,” grinned the other.
",no_space,2025-09-01
183,PG39899_raw.txt,1703,"As they travelled toward the place where the sun set, she took a piece of the dry meat from her bundle and started to chew it.
",action_space,2025-09-01
184,PG17053_raw.txt,834,"""Then stop your ears with your thumbs,"" she exclaimed, ""and you will not hear it.""
",no_space,2025-09-01
185,PG40104_raw.txt,921,"A dozen or more grim-faced men and women were gathered in the lawyer’s office when Tobias Bassett entered.
",action_space,2025-09-01
186,PG43766_raw.txt,1278,"He had come to the conclusion that a big ship like ours, even though she might be a whaler, would not loaf around in that fashion unless for mischief; and once this idea was in his head the skipper cast off from his prize, making all sail to windward.
",action_space,2025-09-01
187,PG36523_raw.txt,5876,"""I do.""
",no_space,2025-09-01
188,PG44457_raw.txt,1185,"“What’s up?” he asked, glancing from Tom to the cabin.
",visual_space,2025-09-01
189,PG35787_raw.txt,1181,"Her eyes would meet his, as if she couldn't help herself.
",no_space,2025-09-01
190,PG46597_raw.txt,7019,"""Well, I like him,"" replied Paganel.
",no_space,2025-09-01
191,PG28697_raw.txt,2868,"""When did you come?"" the latter asked, as if in surprise as he glanced meaningly toward a rather disreputable looking boy at his side.
",no_space,2025-09-01
192,PG15654_raw.txt,8226,"They fell and lingered on a card-table where some empty glasses decorated the green baize top.
",visual_space,2025-09-01
193,PG31135_raw.txt,919,"Suddenly he jumped up and jerked the window-shade so that it flew up to the top of the window, then dragged his chair closer to the window, and continued examining the shoes through his two instruments.
",action_space,2025-09-01
194,PG45839_raw.txt,436,"The Count himself came forward and took off the cover of a dish, and I fell to at once on an excellent roast chicken.
",action_space,2025-09-01
195,PG40024_raw.txt,97,"I should say not!
",no_space,2025-09-01
196,PG35336_raw.txt,4747,"She had given no instructions to the driver, nor did he appear to expect any.
",no_space,2025-09-01
197,PG38888_raw.txt,3085,"I had been in my room less than half an hour, when I heard Carnes come stumbling noisily through the passage.
",action_space,2025-09-01
198,PG5148_raw.txt,1156,"If my nephew comes with me, my nephew is my care.
",no_space,2025-09-01
199,PG39166_raw.txt,1478,"About a week had elapsed, when Pavel read in his morning paper of the hanging of three revolutionists in Odessa: two Gentiles and a Jew.
",action_space,2025-09-01
200,PG56896_raw.txt,4548,"It must be explained that Tom and his father, on reaching New York late in the evening, went to the Astor House to spend the night.
",action_space,2025-09-01
201,PG52143_raw.txt,2257,"He was not, however, drowned.
",no_space,2025-09-01
202,PG34296_raw.txt,533,"The tone brought the blood to Ross's cheek.
",no_space,2025-09-01
203,PG56563_raw.txt,4072,"Still, she said she was well and perfectly happy.
",no_space,2025-09-01
204,PG949_raw.txt,906,"""Is that you?""
",no_space,2025-09-01
205,PG38872_raw.txt,1843,"The troop-horses, whose bits he had heard jingling a few minutes before, were gone;
",perceived_space,2025-09-01
206,PG20985_raw.txt,1745,"There, the flame again began to show up, and dispell the gloom.
",perceived_space,2025-09-01
207,PG21832_raw.txt,1734,"The Krishnos were bound with their heads side by side, and a cloth put over their heads, so that they had no knowledge who their tormentors were.
",action_space,2025-09-01
208,PG73_raw.txt,1388,"The youth felt instant panic at this question, although at first its full import was not borne in upon him.
",no_space,2025-09-01
209,PG27679_raw.txt,1095,"""Green, I hope you haven't an idea that I'm the crook,"" Hal went on.
",no_space,2025-09-01
210,PG19337_raw.txt,344,"No, nor did he believe it even now.
",no_space,2025-09-01
211,PG28551_raw.txt,1672,"After a few hours' travel we came upon the grassy shore of another little lake, where the bells of several outfits were tinkling merrily.
",perceived_space,2025-09-01
212,PG22284_raw.txt,7086,"Roger's face was like stone.
",no_space,2025-09-01
213,PG30792_raw.txt,2274,"As they rush along, the crowd give way on all sides, and now a kind of ring or circus is formed, within which the strange men exhibit their horsemanship, rushing past each other, in and out, after the manner of a reel, the tall man occasionally balancing himself upon the saddle, and standing erect on one foot.
",action_space,2025-09-01
214,PG33927_raw.txt,1918,"""If I had only,"" became a favorite sentence with Louis, as time went on.
",no_space,2025-09-01
215,PG20795_raw.txt,1740,"This spectacle restoring her to a sense of the proprieties, she stood for some few moments silent, with her mouth wide open; and then, posting off to the bed on which the Baby lay asleep, danced in a weird, St. Vitus manner on the floor, and at the same time rummaged with her face and head among the bedclothes, apparently deriving much relief from those extraordinary operations.
",action_space,2025-09-01
216,PG40795_raw.txt,3328,"""I don't know who can have told you that,"" she replied.
",no_space,2025-09-01
217,PG43940_raw.txt,2731,"The accident that had befallen the great pitcher was a subject of the keenest anxiety.
",no_space,2025-09-01
218,PG6431_raw.txt,825,"Blount fairly gasped.
",no_space,2025-09-01
219,PG48720_raw.txt,1546,"“Oh, Philip!”
",no_space,2025-09-01
220,PG27674_raw.txt,2133,"How slowly the ship moved, now that they were nearing the end of their journey from the perils of the sea.
",perceived_space,2025-09-01
221,PG24695_raw.txt,2890,"He had not the least hope of any other consummation.
",no_space,2025-09-01
222,PG51777_raw.txt,1388,"Meanwhile Captain Doc entered his own apartments, which it will be remembered, were in the same building as the armory or drill room.
",action_space,2025-09-01
223,PG8647_raw.txt,7341,"It proceeds from the impetuous velocity of the waves, which, rushing ahead so much faster than the vessel that is even driving before the gale, breaks against the quarter, or stern, and throws its masses of water along the deck, in a line with its keel.
",perceived_space,2025-09-01
224,PG35042_raw.txt,2018,"There's a human critter out there in the snow.""
",descriptive_space,2025-09-01
